Ore Name,ItemStack,Item ID,Display Name,Wildcard
TeakPlanks,1xtile.for.planks@1,Forestry:planks,柚树木板,false
TeakPlanks,1xtile.for.planksFireproof@1,Forestry:planksFireproof,抗燃柚树木板,false
TeakSlab,1xtile.for.slabs@1,Forestry:slabs,柚树台阶,false
TeakSlab,1xtile.for.slabsFireproof@1,Forestry:slabsFireproof,抗燃柚树台阶,false
WalnutPlanks,1xtile.for.planks@13,Forestry:planks,核桃木板,false
WalnutPlanks,1xtile.for.planksFireproof@13,Forestry:planksFireproof,抗燃核桃木板,false
WalnutSlab,1xtile.for.slabs@13,Forestry:slabs,核桃台阶,false
WalnutSlab,1xtile.for.slabsFireproof@13,Forestry:slabsFireproof,抗燃核桃台阶,false
WengePlanks,1xtile.for.planks@5,Forestry:planks,崖豆木板,false
WengePlanks,1xtile.for.planksFireproof@5,Forestry:planksFireproof,抗燃崖豆木板,false
WengeSlab,1xtile.for.slabs@5,Forestry:slabs,崖豆台阶,false
WengeSlab,1xtile.for.slabsFireproof@5,Forestry:slabsFireproof,抗燃崖豆台阶,false
WillowPlanks,1xtile.for.planks@12,Forestry:planks,柳树木板,false
WillowPlanks,1xtile.for.planksFireproof@12,Forestry:planksFireproof,抗燃柳树木板,false
WillowSlab,1xtile.for.slabs@12,Forestry:slabs,柳树台阶,false
WillowSlab,1xtile.for.slabsFireproof@12,Forestry:slabsFireproof,抗燃柳树台阶,false
alumiteRod,1xitem.tconstruct.ToolRod@15,TConstruct:toolRod,耐酸铝手柄,false
antiBlock,1xtile.chisel.antiBlock@0,chisel:antiBlock,纯色方块,false
apiaryUpgrade,1xgt.metaitem.03@32200,gregtech:gt.metaitem.03,加速升级 x2,false
apiaryUpgrade,1xgt.metaitem.03@32201,gregtech:gt.metaitem.03,加速升级 x4,false
apiaryUpgrade,1xgt.metaitem.03@32202,gregtech:gt.metaitem.03,加速升级 x8,false
apiaryUpgrade,1xgt.metaitem.03@32203,gregtech:gt.metaitem.03,加速升级 x16,false
apiaryUpgrade,1xgt.metaitem.03@32204,gregtech:gt.metaitem.03,加速升级 x32,false
apiaryUpgrade,1xgt.metaitem.03@32205,gregtech:gt.metaitem.03,加速升级 x64,false
apiaryUpgrade,1xgt.metaitem.03@32206,gregtech:gt.metaitem.03,加速升级 x128,false
apiaryUpgrade,1xgt.metaitem.03@32207,gregtech:gt.metaitem.03,加速升级 x256,false
apiaryUpgrade,1xgt.metaitem.03@32208,gregtech:gt.metaitem.03,进阶加速升级 x256,false
apiaryUpgrade,1xgt.metaitem.03@32209,gregtech:gt.metaitem.03,产量升级,false
apiaryUpgrade,1xgt.metaitem.03@32210,gregtech:gt.metaitem.03,平原环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32211,gregtech:gt.metaitem.03,光照升级,false
apiaryUpgrade,1xgt.metaitem.03@32212,gregtech:gt.metaitem.03,授粉升级,false
apiaryUpgrade,1xgt.metaitem.03@32213,gregtech:gt.metaitem.03,严寒环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32214,gregtech:gt.metaitem.03,干燥升级,false
apiaryUpgrade,1xgt.metaitem.03@32215,gregtech:gt.metaitem.03,自动化升级,false
apiaryUpgrade,1xgt.metaitem.03@32216,gregtech:gt.metaitem.03,加湿器升级,false
apiaryUpgrade,1xgt.metaitem.03@32217,gregtech:gt.metaitem.03,地狱环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32218,gregtech:gt.metaitem.03,花粉洗涤塔升级,false
apiaryUpgrade,1xgt.metaitem.03@32219,gregtech:gt.metaitem.03,沙漠环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32220,gregtech:gt.metaitem.03,冷却器升级,false
apiaryUpgrade,1xgt.metaitem.03@32221,gregtech:gt.metaitem.03,寿命升级,false
apiaryUpgrade,1xgt.metaitem.03@32222,gregtech:gt.metaitem.03,气密性升级,false
apiaryUpgrade,1xgt.metaitem.03@32223,gregtech:gt.metaitem.03,基因稳定升级,false
apiaryUpgrade,1xgt.metaitem.03@32224,gregtech:gt.metaitem.03,丛林环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32225,gregtech:gt.metaitem.03,范围升级,false
apiaryUpgrade,1xgt.metaitem.03@32226,gregtech:gt.metaitem.03,海洋环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32227,gregtech:gt.metaitem.03,露天环境升级,false
apiaryUpgrade,1xgt.metaitem.03@32228,gregtech:gt.metaitem.03,加热器升级,false
apiaryUpgrade,1xgt.metaitem.03@32229,gregtech:gt.metaitem.03,筛滤升级,false
apiaryUpgrade,1xgt.metaitem.03@32231,gregtech:gt.metaitem.03,夜间升级,false
arditeRod,1xitem.tconstruct.ToolRod@11,TConstruct:toolRod,阿迪特手柄,false
arrowGtPlasticAdamantium,1xgt.metaitem.02@26319,gregtech:gt.metaitem.02,轻质精金箭,false
arrowGtPlasticAlduorite,1xgt.metaitem.02@26485,gregtech:gt.metaitem.02,轻质神秘蓝金箭,false
arrowGtPlasticAluminium,1xgt.metaitem.02@26019,gregtech:gt.metaitem.02,轻质铝箭,false
arrowGtPlasticAlumite,1xgt.metaitem.02@26400,gregtech:gt.metaitem.02,轻质耐酸铝箭,false
arrowGtPlasticAmber,1xgt.metaitem.02@26514,gregtech:gt.metaitem.02,轻质琥珀箭,false
arrowGtPlasticAmethyst,1xgt.metaitem.02@26509,gregtech:gt.metaitem.02,轻质紫水晶箭,false
arrowGtPlasticAnyBronze,1xgt.metaitem.02@26300,gregtech:gt.metaitem.02,轻质青铜箭,false
arrowGtPlasticAnyIron,1xgt.metaitem.02@26032,gregtech:gt.metaitem.02,轻质铁箭,false
arrowGtPlasticAnyIron,1xgt.metaitem.02@26304,gregtech:gt.metaitem.02,轻质锻铁箭,false
arrowGtPlasticAnyIron,1xgt.metaitem.02@26307,gregtech:gt.metaitem.02,轻质生铁箭,false
arrowGtPlasticAnyRubber,1xgt.metaitem.02@26471,gregtech:gt.metaitem.02,轻质硅橡胶箭,false
arrowGtPlasticAnyRubber,1xgt.metaitem.02@26635,gregtech:gt.metaitem.02,轻质丁苯橡胶箭,false
arrowGtPlasticAnyRubber,1xgt.metaitem.02@26880,gregtech:gt.metaitem.02,轻质橡胶箭,false
arrowGtPlasticAnySyntheticRubber,1xgt.metaitem.02@26471,gregtech:gt.metaitem.02,轻质硅橡胶箭,false
arrowGtPlasticAnySyntheticRubber,1xgt.metaitem.02@26635,gregtech:gt.metaitem.02,轻质丁苯橡胶箭,false
arrowGtPlasticArdite,1xgt.metaitem.02@26382,gregtech:gt.metaitem.02,轻质阿迪特箭,false
arrowGtPlasticAstralSilver,1xgt.metaitem.02@26333,gregtech:gt.metaitem.02,轻质星辰银箭,false
arrowGtPlasticBasalt,1xgt.metaitem.02@26844,gregtech:gt.metaitem.02,轻质玄武岩箭,false
arrowGtPlasticBeryllium,1xgt.metaitem.02@26008,gregtech:gt.metaitem.02,轻质铍箭,false
arrowGtPlasticBismuth,1xgt.metaitem.02@26090,gregtech:gt.metaitem.02,轻质铋箭,false
arrowGtPlasticBismuthBronze,1xgt.metaitem.02@26353,gregtech:gt.metaitem.02,轻质铋青铜箭,false
arrowGtPlasticBlackBronze,1xgt.metaitem.02@26352,gregtech:gt.metaitem.02,轻质黑青铜箭,false
arrowGtPlasticBlackDwarfMatter,1xgt.metaitem.02@26586,gregtech:gt.metaitem.02,轻质黑矮星物质箭,false
arrowGtPlasticBlackPlutonium,1xgt.metaitem.02@26388,gregtech:gt.metaitem.02,轻质黑钚箭,false
arrowGtPlasticBlackSteel,1xgt.metaitem.02@26334,gregtech:gt.metaitem.02,轻质黑钢箭,false
arrowGtPlasticBlaze,1xgt.metaitem.02@26801,gregtech:gt.metaitem.02,轻质烈焰箭,false
arrowGtPlasticBloodInfusedIron,1xgt.metaitem.02@26977,gregtech:gt.metaitem.02,轻质注血铁箭,false
arrowGtPlasticBlueSteel,1xgt.metaitem.02@26349,gregtech:gt.metaitem.02,轻质蓝钢箭,false
arrowGtPlasticBlueTopaz,1xgt.metaitem.02@26513,gregtech:gt.metaitem.02,轻质蓝黄玉箭,false
arrowGtPlasticBrass,1xgt.metaitem.02@26301,gregtech:gt.metaitem.02,轻质黄铜箭,false
arrowGtPlasticBronze,1xgt.metaitem.02@26300,gregtech:gt.metaitem.02,轻质青铜箭,false
arrowGtPlasticCallistoIce,1xgt.metaitem.02@26389,gregtech:gt.metaitem.02,轻质木卫四冰箭,false
arrowGtPlasticCarbon,1xgt.metaitem.02@26010,gregtech:gt.metaitem.02,轻质碳箭,false
arrowGtPlasticCertusQuartz,1xgt.metaitem.02@26516,gregtech:gt.metaitem.02,轻质赛特斯石英箭,false
arrowGtPlasticCeruclase,1xgt.metaitem.02@26952,gregtech:gt.metaitem.02,轻质暗影秘银箭,false
arrowGtPlasticChrome,1xgt.metaitem.02@26030,gregtech:gt.metaitem.02,轻质铬箭,false
arrowGtPlasticChrysotile,1xgt.metaitem.02@26912,gregtech:gt.metaitem.02,轻质石棉箭,false
arrowGtPlasticCobalt,1xgt.metaitem.02@26033,gregtech:gt.metaitem.02,轻质钴箭,false
arrowGtPlasticCobaltBrass,1xgt.metaitem.02@26343,gregtech:gt.metaitem.02,轻质钴黄铜箭,false
arrowGtPlasticConductiveIron,1xgt.metaitem.02@26369,gregtech:gt.metaitem.02,轻质导电铁箭,false
arrowGtPlasticConstructionFoam,1xgt.metaitem.02@26854,gregtech:gt.metaitem.02,轻质建筑泡沫箭,false
arrowGtPlasticCosmicNeutronium,1xgt.metaitem.02@26982,gregtech:gt.metaitem.02,轻质宇宙中子态素箭,false
arrowGtPlasticCrudeSteel,1xgt.metaitem.02@26402,gregtech:gt.metaitem.02,轻质复合粘土箭,false
arrowGtPlasticCrystallineAlloy,1xgt.metaitem.02@26403,gregtech:gt.metaitem.02,轻质晶化合金箭,false
arrowGtPlasticCrystallinePinkSlime,1xgt.metaitem.02@26406,gregtech:gt.metaitem.02,轻质晶化粉红史莱姆箭,false
arrowGtPlasticCupronickel,1xgt.metaitem.02@26310,gregtech:gt.metaitem.02,轻质白铜箭,false
arrowGtPlasticDamascusSteel,1xgt.metaitem.02@26335,gregtech:gt.metaitem.02,轻质大马士革钢箭,false
arrowGtPlasticDarkIron,1xgt.metaitem.02@26342,gregtech:gt.metaitem.02,轻质玄铁箭,false
arrowGtPlasticDarkSteel,1xgt.metaitem.02@26364,gregtech:gt.metaitem.02,轻质玄钢箭,false
arrowGtPlasticDeepIron,1xgt.metaitem.02@26829,gregtech:gt.metaitem.02,轻质深渊铁箭,false
arrowGtPlasticDesh,1xgt.metaitem.02@26884,gregtech:gt.metaitem.02,轻质戴斯箭,false
arrowGtPlasticDiamond,1xgt.metaitem.02@26500,gregtech:gt.metaitem.02,轻质钻石箭,false
arrowGtPlasticDraconium,1xgt.metaitem.02@26975,gregtech:gt.metaitem.02,轻质龙锭箭,false
arrowGtPlasticDraconiumAwakened,1xgt.metaitem.02@26976,gregtech:gt.metaitem.02,轻质觉醒龙锭箭,false
arrowGtPlasticDreamwood,1xgt.metaitem.02@26207,gregtech:gt.metaitem.02,轻质梦之木箭,false
arrowGtPlasticDuralumin,1xgt.metaitem.02@26392,gregtech:gt.metaitem.02,轻质硬铝箭,false
arrowGtPlasticDuranium,1xgt.metaitem.02@26328,gregtech:gt.metaitem.02,轻质铿铀箭,false
arrowGtPlasticElectricalSteel,1xgt.metaitem.02@26365,gregtech:gt.metaitem.02,轻质磁钢箭,false
arrowGtPlasticElectrum,1xgt.metaitem.02@26303,gregtech:gt.metaitem.02,轻质琥珀金箭,false
arrowGtPlasticElectrumFlux,1xgt.metaitem.02@26320,gregtech:gt.metaitem.02,轻质通流琥珀金箭,false
arrowGtPlasticElvenElementium,1xgt.metaitem.02@26203,gregtech:gt.metaitem.02,轻质源质钢箭,false
arrowGtPlasticEmerald,1xgt.metaitem.02@26501,gregtech:gt.metaitem.02,轻质绿宝石箭,false
arrowGtPlasticEndSteel,1xgt.metaitem.02@26401,gregtech:gt.metaitem.02,轻质末影钢箭,false
arrowGtPlasticEnderium,1xgt.metaitem.02@26321,gregtech:gt.metaitem.02,轻质末影锭箭,false
arrowGtPlasticEnderiumBase,1xgt.metaitem.02@26380,gregtech:gt.metaitem.02,轻质末影粗胚箭,false
arrowGtPlasticEnergeticAlloy,1xgt.metaitem.02@26366,gregtech:gt.metaitem.02,轻质充能合金箭,false
arrowGtPlasticEnergeticSilver,1xgt.metaitem.02@26407,gregtech:gt.metaitem.02,轻质充能银箭,false
arrowGtPlasticEnhancedGalgadorian,1xgt.metaitem.02@26385,gregtech:gt.metaitem.02,轻质强化混合晶锭箭,false
arrowGtPlasticEpoxid,1xgt.metaitem.02@26470,gregtech:gt.metaitem.02,轻质环氧树脂箭,false
arrowGtPlasticEpoxidFiberReinforced,1xgt.metaitem.02@26610,gregtech:gt.metaitem.02,轻质纤维强化的环氧树脂箭,false
arrowGtPlasticEternity,1xgt.metaitem.02@26141,gregtech:gt.metaitem.02,轻质永恒箭,false
arrowGtPlasticFierySteel,1xgt.metaitem.02@26346,gregtech:gt.metaitem.02,轻质炽热钢箭,false
arrowGtPlasticFirestone,1xgt.metaitem.02@26347,gregtech:gt.metaitem.02,轻质火石箭,false
arrowGtPlasticFlerovium_GT5U,1xgt.metaitem.02@26984,gregtech:gt.metaitem.02,轻质鈇箭,false
arrowGtPlasticFlint,1xgt.metaitem.02@26802,gregtech:gt.metaitem.02,轻质燧石箭,false
arrowGtPlasticForce,1xgt.metaitem.02@26521,gregtech:gt.metaitem.02,轻质力量箭,false
arrowGtPlasticGaiaSpirit,1xgt.metaitem.02@26205,gregtech:gt.metaitem.02,轻质盖亚之魂箭,false
arrowGtPlasticGalgadorian,1xgt.metaitem.02@26384,gregtech:gt.metaitem.02,轻质混合晶锭箭,false
arrowGtPlasticGarnetRed,1xgt.metaitem.02@26527,gregtech:gt.metaitem.02,轻质红石榴石箭,false
arrowGtPlasticGarnetYellow,1xgt.metaitem.02@26528,gregtech:gt.metaitem.02,轻质黄石榴石箭,false
arrowGtPlasticGold,1xgt.metaitem.02@26086,gregtech:gt.metaitem.02,轻质金箭,false
arrowGtPlasticGraniteBlack,1xgt.metaitem.02@26849,gregtech:gt.metaitem.02,轻质黑花岗岩箭,false
arrowGtPlasticGraniteRed,1xgt.metaitem.02@26850,gregtech:gt.metaitem.02,轻质红花岗岩箭,false
arrowGtPlasticGraphene,1xgt.metaitem.02@26819,gregtech:gt.metaitem.02,轻质石墨烯箭,false
arrowGtPlasticGraphite,1xgt.metaitem.02@26865,gregtech:gt.metaitem.02,轻质石墨箭,false
arrowGtPlasticGreenSapphire,1xgt.metaitem.02@26504,gregtech:gt.metaitem.02,轻质绿色蓝宝石箭,false
arrowGtPlasticHSSE,1xgt.metaitem.02@26373,gregtech:gt.metaitem.02,轻质高速钢-E箭,false
arrowGtPlasticHSSG,1xgt.metaitem.02@26372,gregtech:gt.metaitem.02,轻质高速钢-G箭,false
arrowGtPlasticHSSS,1xgt.metaitem.02@26374,gregtech:gt.metaitem.02,轻质高速钢-S箭,false
arrowGtPlasticHeeEndium,1xgt.metaitem.02@26770,gregtech:gt.metaitem.02,轻质终末锭箭,false
arrowGtPlasticIchorium,1xgt.metaitem.02@26978,gregtech:gt.metaitem.02,轻质灵宝箭,false
arrowGtPlasticInfinity,1xgt.metaitem.02@26397,gregtech:gt.metaitem.02,轻质无尽箭,false
arrowGtPlasticInfinityCatalyst,1xgt.metaitem.02@26394,gregtech:gt.metaitem.02,轻质无尽催化剂箭,false
